DOI,type,polymer_family,PolymerName,co_smiles,smiles1,smiles2,co_content1,wt1,mol1,co_smiles1,co_content2,wt2,mol2,mix_content1,mix_smiles1,mix_wt1,mix_mol1,mix_content2,mix_smiles2,mix_wt2,mix_mol2,mix_content3,mix_smiles3,mix_wt3,mix_mol3,mix_content4,mix_smiles4,mix_wt4,mix_mol4,LOI
10.1002/pat.4161,copolymer,,polystyrene,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)(CC(C1=CC=CC=C1)[Fr])C[Rb],[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)([Fr])C[Rb],PS,50,,,"ethyl N,N‐tetramethyl‐bis(phosphonate)‐bis(methylene) amine methacrylate(AC2NP2)",50,,,,,,,,,,,,,,,,,,22
10.1002/pat.4784,copolymer,,PMMA-co-BDPA-10,O=C(OC(C1=CC=C(C=C1)OP(OC2=CC=CC=C2)(OC3=CC=CC=C3)=O)C4=CC=C(C=C4)OP(OC5=CC=CC=C5)(OC6=CC=CC=C6)=O)C(CC(C(OC)=O)([Fr])C)C[Rb],CC(C(OC)=O)([Fr])C[Rb],O=C(OC(C1=CC=C(C=C1)OP(OC2=CC=CC=C2)(OC3=CC=CC=C3)=O)C4=CC=C(C=C4)OP(OC5=CC=CC=C5)(OC6=CC=CC=C6)=O)C([Fr])C[Rb],PMMA,90,,,bis(4-((diphenoxyphosphoryl)oxy)phenyl)methyl acrylate(BDPA),10,,,,,,,,,,,,,,,,,,22
10.1002/pat.4784,copolymer,,PMMA-co-BDPA-10,COC(=O)C(C)([Fr])CC(C[Rb])C(=O)OC(C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1)C1=CC=C(OP(=O)(OC2=CC=CC=C2)OC2=CC=CC=C2)C=C1,CC(C(OC)=O)([Fr])C[Rb],O=C(OC(C1=CC=C(C=C1)OP(OC2=CC=CC=C2)(OC3=CC=CC=C3)=O)C4=CC=C(C=C4)OP(OC5=CC=CC=C5)(OC6=CC=CC=C6)=O)C([Fr])C[Rb],PMMA,90,,,BDPA,10,,,,,,,,,,,,,,,,,,22
10.1016/j.cej.2021.132121,copolymer,,PET,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C(OCCO[Rb])C1=CC=C2N=C(C3=CC(C4=NC5=C(C=C(C=C5)C([Fr])=O)N4)=CC(S(=O)([O-])=O)=C3)NC2=C1.[K+],PET,,100,,MS-K,,0,,,,,,,,,,,,,,,,,22
10.1016/j.compositesb.2021.108664,copolymer,,PTT,O=C(C1=CC=C(C=C1)C(OCCCO[Rb])=O)[Fr],O=C(C1=CC=C(C=C1)C(OCCCO[Rb])=O)[Fr],O=C([Fr])C1=CC=C(C#CC2=CC=CC=C2)C=C1C(=O)OCCCO[Rb],PTT,,100,,,,0,,,,,,,,,,,,,,,,,22
10.1016/j.compositesb.2021.108664,copolymer,,PTTB10,O=C(C1=CC=C(C=C1)C(OCCCOC(C2=CC(C(OCCCO[Rb])=O)=CC(N3C(C4=C(C3=O)C=CC=C4)=O)=C2)=O)=O)[Fr],O=C(C1=CC=C(C=C1)C(OCCCO[Rb])=O)[Fr],O=C([Fr])C1=CC=C(C#CC2=CC=CC=C2)C=C1C(=O)OCCCO[Rb],PTT,,100,,PEPA,,10,,,,,,,,,,,,,,,,,22
10.1016/j.compositesb.2021.108664,copolymer,,PTTP10,O=C(C1=CC=C(C=C1)C(OCCCOC(C2=CC=C(C=C2C(OCCCO[Rb])=O)C#CC3=CC=CC=C3)=O)=O)[Fr],O=C(C1=CC=C(C=C1)C(OCCCO[Rb])=O)[Fr],O=C(C1=CC(C(OCCCO[Rb])=O)=CC(N2C(C3=C(C2=O)C=CC=C3)=O)=C1)[Fr],PTT,,100,,BN,,10,,,,,,,,,,,,,,,,,22
10.1016/j.polymdegradstab.2010.09.008,copolymer,,AN-co-VBA3,C#CC(CC(C1=CC=C(C=C1)C(O)=O)[Fr])C[Rb],N#CC([Fr])C[Rb],O=C(O)C(C=C1)=CC=C1C([Fr])C[Rb],PAN,,97.2,,VBA,,2.8,,,,,,,,,,,,,,,,,22
10.1016/j.polymer.2015.01.030,copolymer,,PETP3,O=C(C1=CC=C(C=C1)C(OCCOC(C2=CC3=C(OC4=C(P3(C5=CC=CC=C5)(C6=CC=CC=C6)=O)C=C(C=C4)C(OCCO[Fr])=O)C=C2)=O)=O)OCCO[Rb],O=C(C1=CC=C(C=C1)C(O[Fr])=O)OCCO[Rb],O=C(OCCO[Rb])C1=CC2=C(C=C1)OC3=C(C=C(C(OCCO[Fr])=O)C=C3)P2(C4=CC=CC=C4)=O,PET,,97,,DCPPO-Ph,,3,,,,,,,,,,,,,,,,,22
10.1016/S0141-3910（00）00066-5,copolymer,,MMA-DEVP,CCOP(=O)(OCC)C([Fr])CCC([Rb])C(C)C(=O)OC,CC(C(OC)=O)([Fr])C[Rb],O=P(OCC)(OCC)C([Fr])C[Rb],PMMA,,82,,DEVP,,18,,,,,,,,,,,,,,,,,22
10.1021/ie303446s,copolymer,,A-PS-10,COP(CN(CP(OC)(OC)=O)CCOC(C([Fr])(CC(C1=CC=CC=C1)C[Rb])C)=O)(OC)=O,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)([Fr])C[Rb],PS,50,,,AC2NP2,50,,,,,,,,,,,,,,,,,,22
10.1039/C5RA11390C,copolymer,,PBS,O=C(CCC(OCCCCO[Rb])=O)O[Fr],O=C(CCC([Rb])=O)O[Fr],[Rb]OCCCCO[Fr],SA,,50,,BD,,50,,,,,,,,,,,,,,,,,22
13.1039/c8ra10325a,copolymer,,FR-PA6-12,[Rb]C(CCCCC(NCCCCCC(NCCCCCC(NCCC[Si](C)(C)O[Si](C)(C)CCCN[Fr])=O)=O)=O)=O,[Rb]C(CCCCC(NCCCCCC(NCCCCCC([Fr])=O)=O)=O)=O,C[Si](O[Si](C)(C)CCCN[Rb])(C)CCCN[Fr],PA6-AC,100,,,MSDS,12,,,,,,,,,,,,,,,,,,22
10.1021/ie3033813,homopolymer,,,,[Fr]CC(COc1ccc(cc1)C(c1ccc(cc1)O[Rb])(C)C)O,,,,100,,,,0,,,,,,,,,,,,,,,,,22
10.1016/j.reactfunctpolym.2007.05.012,homopolymer,,,,[Fr]Nc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)NC(=O)c1cccc(c1)C(=O)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,22
10.1007/s11224-014-0474-7,homopolymer,,,,[Fr]Oc1ccc(cc1)Cc1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,22
10.1016/S0141-3910(96)00126-7,homopolymer,,,,[Fr]OCCOc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCCOP(=O)(c1ccc(cc1)N(=O)=O)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,22
10.1016/j.compositesa.2020.106037,homopolymer,,,,[Rb]OCCCCOC(=O)CCCCC(=O)O[Fr],,,,100,,,,0,,,,,,,,,,,,,,,,,22
10.1002/pat.3743,homopolymer,,,,CC(C(=O)O[Fr])[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,22
10.1002/pola.1993.080311303,homopolymer,,,,CCCCCCCCCCCCCCCc1cccc(c1)OP(=O)(Oc1ccc(cc1)C(c1ccc(cc1)O[Fr])(C)C)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,22
10.1021/acsami.7b06250,homopolymer,,,,[Rb]NCCCCCCCCCCC(=O)[Fr],,,,100,,,,0,,,,,,,,,,,,,,,,,22.2
10.1002/pi.1946,copolymer,,PAN-co-DEpVBnP5,CCOP(CC1=CC=C(C(CC(C#N)[Fr])C[Rb])C=C1)(OCC)=O,N#CC([Fr])C[Rb],O=P(OCC)(OCC)CC(C=C1)=CC=C1C([Fr])C[Rb],PAN,,98.2,,DEpVBnP,,1.8,,,,,,,,,,,,,,,,,22.3
10.1007/s10904-022-02495-7,copolymer,,PNP5,O=C(OCCOP(=O)(OC1=CC=CC=C1)N1CCN(C2=CC=CC=C2)CC1)C(C[Rb])CC(C[Fr])C1=CC=CC=C1,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCOP(OC1=CC=CC=C1)(N2CCN(CC2)C3=CC=CC=C3)=O)=O)([Fr])C[Rb],PS,,95,,PPPEM,,5,,,,,,,,,,,,,,,,,22.4
10.1007/s10973-017-6092-z,homopolymer,,,,[Fr]OCCCCOC(=O)CCC(=O)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,22.4
10.1002/pat.3261,copolymer,,polystyrene,[Rb]CC(CC([Fr])C(NCOP(C)(OCP1(OC2=C(C=CC=C2)C3=CC=CC=C31)=O)=O)=O)C4=CC=CC=C4,[Rb]CC([Fr])C1=CC=CC=C1,O=C(NCOP(C)(OCP1(OC2=C(C3=CC=CC=C31)C=CC=C2)=O)=O)C([Fr])C[Rb],PS,45,,,DMPMA,5,,,,,,,,,,,,,,,,,,22.5
10.1002/pat.3261,copolymer,,DPS-10,O=C(C(CC(C1=CC=CC=C1)C[Rb])[Fr])NCOP(C)(OCP2(OC3=C(C=CC=C3)C4=CC=CC=C42)=O)=O,[Rb]CC([Fr])C1=CC=CC=C1,CP(OCNC(C([Fr])C[Rb])=O)(OCP1(OC2=C(C=CC=C2)C3=CC=CC=C31)=O)=O,PS,45,,,DMPMA,5,,,,,,,,,,,,,,,,,,22.5
10.1007/s10924-022-02466-6,copolymer,,PA56,O=C(CCCCC(=O)NCCCCCNC(=O)CC(CP1(=O)OC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)[Fr])NCCCCCN[Rb],O=C(CCCCC(NCCCCCN[Rb])=O)[Fr],O=C(NCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O,PA56,,100,,,,0,,,,,,,,,,,,,,,,,22.5
10.1016/j.polymdegradstab.2010.09.008,copolymer,,AN-co-EMA7,CC([Fr])(CC(C#N)C[Rb])C(=O)OCC,N#CC([Fr])C[Rb],CC(C(OCC)=O)([Fr])C[Rb],PAN,,93.5,,EMA,,6.5,,,,,,,,,,,,,,,,,22.5
10.1016/S0141-3910（00）00066-5,copolymer,,ST-DEMMP,CCOP(COC(C([Fr])(CC(C1=CC=CC=C1)C[Rb])C)=O)(OCC)=O,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCP(OCC)(OCC)=O)=O)([Fr])C[Rb],PS,,90,,DEMMP,,10,,,,,,,,,,,,,,,,,22.5
10.1016/S0141-3910（00）00066-5,copolymer,,MMA-VPA,COC(=O)C(C)C([Fr])CCC([Rb])P(=O)(O)O,CC(C(OC)=O)([Fr])C[Rb],O=P(O)(O)C([Fr])C[Rb],PMMA,,80,,VPA,,20,,,,,,,,,,,,,,,,,22.5
11.1039/c8ra10325a,copolymer,,FR-PA6-6,[Rb]C(CCCCC(NCCCCCC(NCCCCCC(NCCC[Si](C)(C)O[Si](C)(C)CCCN[Fr])=O)=O)=O)=O,[Rb]C(CCCCC(NCCCCCC(NCCCCCC([Fr])=O)=O)=O)=O,C[Si](O[Si](C)(C)CCCN[Rb])(C)CCCN[Fr],PA6-AC,100,,,MSDS,6,,,,,,,,,,,,,,,,,,22.5
12.1039/c8ra10325a,copolymer,,FR-PA6-9,[Rb]C(CCCCC(NCCCCCC(NCCCCCC(NCCC[Si](C)(C)O[Si](C)(C)CCCN[Fr])=O)=O)=O)=O,[Rb]C(CCCCC(NCCCCCC(NCCCCCC([Fr])=O)=O)=O)=O,C[Si](O[Si](C)(C)CCCN[Rb])(C)CCCN[Fr],PA6-AC,100,,,MSDS,9,,,,,,,,,,,,,,,,,,22.5
10.1016/j.reactfunctpolym.2007.05.012,homopolymer,,,,[Fr]Nc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)[Rb],,,,100,,,,0,,,,,,,,,,,,,,,,,22.5
10.1002/marc.202200644,copolymer,,PA1210,[Rb]NCCCCCCCCCCCCNC(CCCCCCCCC([Fr])=O)=O,[Rb]NCCCCCCCCCCCCNC(CCCCCCCCC([Fr])=O)=O,[Rb]NCCCCCCCCCCCCNC(CCP([Fr])(C1=CC=CC=C1)=O)=O,PA1210,,100,,CDS,,0,,,,,,,,,,,,,,,,,22.6
10.1016/j.polymdegradstab.2012.07.014,copolymer,,AN/ADEPMAE4,CCOP(=O)(OCC)N(C)CCOC(=O)C(C[Rb])CC([Fr])C#N,N#CC([Fr])C[Rb],O=C(OCCN(P(OCC)(OCC)=O)C)C([Fr])C[Rb],PAN,,97.8,,ADEPMAE,,2.2,,,,,,,,,,,,,,,,,22.6
10.1016/S0141-3910（00）00066-5,copolymer,,ST-ADPPO,O=P(C1=CC=CC=C1)(C2=CC=CC=C2)CC(CC(C3=CC=CC=C3)C[Rb])[Fr],[Rb]CC([Fr])C1=CC=CC=C1,O=P(C1=CC=CC=C1)(C2=CC=CC=C2)CC([Fr])C[Rb],PS,,84,,ADPPO,,16,,,,,,,,,,,,,,,,,22.6
10.1016/S0141-3910(96)00068-7,copolymer,,Silylated PS (D),[Rb]CC(CC(C1=CC=C(C=C1)[Si](Cl)(C)Cl)[Fr])C2=CC=CC=C2,[Rb]CC(C1=CC=CC=C1)[Fr],[Rb]CC([Fr])C1=CC=C([Si](Cl)(Cl)C)C=C1,PS,79.9,,,Silylated PS,20.1,,,,,,,,,,,,,,,,,,22.6
10.1016/j.reactfunctpolym.2020.104631,copolymer,,MMA/HPD-5,CCOP(COP(OCCOC(C(CC(C[Rb])(C(OC)=O)C)[Fr])=O)(C1=CC=CC=C1)=O)(OCC)=O,CC(C(OC)=O)([Fr])C[Rb],O=C(OCCOP(OCP(OCC)(OCC)=O)(C1=CC=CC=C1)=O)C([Fr])C[Rb],PMMA,,95,,HPD,,5,,,,,,,,,,,,,,,,,22.7
10.1016/j.reactfunctpolym.2020.104631,copolymer,,MMA-HPD5,O=C(C(CC(C(OC)=O)(C)C[Rb])[Fr])OCCOP(OCP(OCC)(OCC)=O)(C1=CC=CC=C1)=O,CC(C(OC)=O)([Fr])C[Rb],CCOP(COP(OCCOC(C([Fr])C[Rb])=O)(C1=CC=CC=C1)=O)(OCC)=O,PMMA,94,,,HPD,6,,,,,,,,,,,,,,,,,,22.7
10.1016/j.polymdegradstab.2015.11.003,copolymer,,PBT/CPBA15%,O=C(OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OP([Fr])(C3=CC=CC=C3)=O)C)C4=CC=C(C=C4)C(OCCCCO[Rb])=O,O=C([Fr])C1=CC=C(C=C1)C(OCCCCO[Rb])=O,[Rb]OC1=CC=C(C=C1)C(C)(C2=CC=C(C=C2)OP([Fr])(C3=CC=CC=C3)=O)C,PBT,85,,,CPBA,15,,,,,,,,,,,,,,,,,,22.8
10.1016/S0141-3910(00)00138-5,copolymer,,MMA-DEMMP10,CCOP(COC(C([Fr])(CC(C(OC)=O)(C)C[Rb])C)=O)(OCC)=O,CC(C(OC)=O)([Fr])C[Rb],CC(C(OCP(OCC)(OCC)=O)=O)([Fr])C[Rb],PMMA,,90,,DEMMP,,10,,,,,,,,,,,,,,,,,22.8
10.1016/S0141-3910(01)00184-7,copolymer,,PMMA/DEMMP10,CC(C[Rb])(CC(C(OCP(OCC)(OCC)=O)=O)([Fr])C)C(OC)=O,CC(C(OC)=O)([Fr])C[Rb],CC(C(OCP(OCC)(OCC)=O)=O)([Fr])C[Rb],PMMA,,90,,DEMMP,,10,,,,,,,,,,,,,,,,,22.8
10.1002/pat.4784,copolymer,,PMMA-co-BDPA-15,O=C(OC(C1=CC=C(C=C1)OP(OC2=CC=CC=C2)(OC3=CC=CC=C3)=O)C4=CC=C(C=C4)OP(OC5=CC=CC=C5)(OC6=CC=CC=C6)=O)C(CC(C(OC)=O)([Fr])C)C[Rb],CC(C(OC)=O)([Fr])C[Rb],O=C(OC(C1=CC=C(C=C1)OP(OC2=CC=CC=C2)(OC3=CC=CC=C3)=O)C4=CC=C(C=C4)OP(OC5=CC=CC=C5)(OC6=CC=CC=C6)=O)C([Fr])C[Rb],PMMA,85,,,bis(4-((diphenoxyphosphoryl)oxy)phenyl)methyl acrylate(BDPA),15,,,,,,,,,,,,,,,,,,23
10.1007/BF03219026,copolymer,,FR-PBT-5.5,O=C([Fr])C1=CC=C(C=C1)C(OCCCCOC(C(CP2(OC3=C(C4=C2C=CC=C4)C=CC=C3)=O)CC(OCCCCO[Rb])=O)=O)=O,O=C(C1=CC=C(C(OCCCCO[Rb])=O)C=C1)[Fr],O=C(CC(CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O)C([Fr])=O)OCCCCO[Rb],PBT,,94.5,,DOP-MBDA,,5.5,,,,,,,,,,,,,,,,,23
10.1016/j.polymdegradstab.2018.05.010,copolymer,,PHFC2.5,O=C(OCCCCCCOC(C1=CC=C(O1)C([Fr])=O)=O)CCP(OCCCCCCO[Rb])(C2=CC=CC=C2)=O,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,HFH,,100,,HCH,,2.5,,,,,,,,,,,,,,,,,23
10.1016/S0141-3910(03)00207-6,copolymer,,PMMA-co-VII,CCOP(OCC)(C(OC(C([Fr])(CC(C(OC)=O)(C[Rb])C)C)=O)CCCCC)=O,CC(C(OC)=O)([Fr])C[Rb],CCOP(OCC)(C(CCCCC)OC(C(C)([Fr])C[Rb])=O)=O,PMMA,,74.6,,phosphorylated methyl methacrylate-VII,,25.4,,,,,,,,,,,,,,,,,23
10.1007/s11224-014-0474-7,homopolymer,,,,[Fr]Oc1ccc(cc1)C(c1cccc(c1)C(c1ccc(cc1)OP(=O)(Oc1ccccc1)[Rb])(C)C)(C)C,,,,100,,,,0,,,,,,,,,,,,,,,,,23
10.1016/j.porgcoat.2007.04.007,homopolymer,,,,C=C(C)C(=O)OCC(CN1CCN(CC1)CC(COC(=O)C(=C)C)O)O,,,,100,,,,0,,,,,,,,,,,,,,,,,23
10.1016/S0141-3910（00）00066-5,copolymer,,MMA-DPVP,COC(=O)C(C)C([Fr])CCC([Rb])P(=O)(OC1=CC=CC=C1)OC1=CC=CC=C1,CC(C(OC)=O)([Fr])C[Rb],O=P(OC1=CC=CC=C1)(OC2=CC=CC=C2)C([Fr])C[Rb],PMMA,,80,,DPVP,,20,,,,,,,,,,,,,,,,,23.1
10.1016/S0141-3910（00）00066-5,copolymer,,MMA-DEMMP,CCOP(=O)(COC(=O)C(C)([Fr])CCC([Rb])C(C)C(=O)OC)OCC,CC(C(OC)=O)([Fr])C[Rb],CC(C(OCP(OCC)(OCC)=O)=O)([Fr])C[Rb],PMMA,,80,,DEMMP,,20,,,,,,,,,,,,,,,,,23.2
1006 334X(2019)04 0001 04,copolymer,,PA6-DDP-A,O=C(CC(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)C([Fr])=O)NCCCCCCNC(CCCCCN[Rb])=O,[Fr]C(CCCCCN[Rb])=O,O=C(CC(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)C([Fr])=O)NCCCCCCN[Rb],PA6,100,,,DDP,0.8,,,,,,,,,,,,,,,,,,23.2
10.1016/j.polymdegradstab.2012.07.014,copolymer,,AN/ADEPMAE5,CCOP(=O)(OCC)N(C)CCOC(=O)C(C[Rb])CC([Fr])C#N,N#CC([Fr])C[Rb],O=C(OCCN(P(OCC)(OCC)=O)C)C([Fr])C[Rb],PAN,,97.3,,ADEPMAE,,2.7,,,,,,,,,,,,,,,,,23.3
10.1007/s10924-022-02466-6,copolymer,,PA56-0.5DDP,O=C(CCCCC(=O)NCCCCCNC(=O)CC(CP1(=O)OC2=C(C=CC=C2)C2=C1C=CC=C2)C(=O)[Fr])NCCCCCN[Rb],O=C(CCCCC(NCCCCCN[Rb])=O)[Fr],O=C(NCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=C(C3=C1C=CC=C3)C=CC=C2)=O,PA56,,100,,,,0.5,,,,,,,,,,,,,,,,,23.4
10.1002/pat.4161,copolymer,,polystyrene,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)(CC(C1=CC=CC=C1)[Fr])C[Rb],[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)([Fr])C[Rb],PS,25,,,"ethyl N,N‐tetramethyl‐bis(phosphonate)‐bis(methylene) amine methacrylate(AC2NP2)",75,,,,,,,,,,,,,,,,,,23.5
10.1002/pol.20230521,copolymer,,PA6,[Rb]CCCCCCNC(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC(NCCCCCC([Fr])=O)=O)=O,[Rb]NCCCCCC([Fr])=O,[Rb]CCCCCCNC(C(CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O)CC([Fr])=O)=O,PA6,0,,,DOPO-ITA,100,,,,,,,,,,,,,,,,,,23.5
10.1016/j.matchemphys.2012.02.046,copolymer,,So-coPS20,[Rb]CC(CC([Fr])c1ccccc1)C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O,[Rb]CC(c1ccccc1)[Fr],O=C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)C([Fr])C[Rb],PS,,94.55,,AC2NP2,,5.45,,,,,,,,,,,,,,,,,23.5
10.1016/j.polymdegradstab.2014.06.003,copolymer,,PCTD5,[Rb]OCCOc1cc(P2(Oc3c(c4ccccc42)cccc3)=O)c(OCCOC(c5ccc(C(OCC6CCC(COC(c7ccc(C([Fr])=O)cc7)=O)CC6)=O)cc5)=O)cc1,[Fr]C(c1ccc(C(OCC(CC2)CCC2CO[Rb])=O)cc1)=O,O=C([Fr])c1ccc(C(OCCOc2cc(P3(Oc4c(c5ccccc53)cccc4)=O)c(OCCO[Rb])cc2)=O)cc1,PCT,,95,,DOPO-HQ-HE,,5,,,,,,,,,,,,,,,,,23.5
10.1016/j.polymdegradstab.2018.05.010,copolymer,,PHFC5,O=C(OCCCCCCOC(C1=CC=C(O1)C([Fr])=O)=O)CCP(OCCCCCCO[Rb])(C2=CC=CC=C2)=O,O=C([Fr])CCP(OCCCCCCO[Rb])(C1=CC=CC=C1)=O,O=C([Fr])C1=CC=C(O1)C(OCCCCCCO[Rb])=O,HFH,,100,,HCH,,5,,,,,,,,,,,,,,,,,23.5
10.1021/ie303446s,copolymer,,A-PS-15,COP(CN(CP(OC)(OC)=O)CCOC(C([Fr])(CC(C1=CC=CC=C1)C[Rb])C)=O)(OC)=O,[Rb]CC([Fr])C1=CC=CC=C1,CC(C(OCCN(CP(OC)(OC)=O)CP(OC)(OC)=O)=O)([Fr])C[Rb],PS,25,,,AC2NP2,75,,,,,,,,,,,,,,,,,,23.5
10.1039/c2jm34376b,copolymer,,Poly(ethylene terephthalate) (PET),[Fr]C(C1=CC=C(C=C1)C(OCCOC(C2=CC=C(C=C2C(OCCO[Rb])=O)C#CC3=CC=CC=C3)=O)=O)=O,O=C([Fr])C1=CC=C(C(=O)OCCO[Rb])C=C1,O=C(C1=CC=C(C#CC2=CC=CC=C2)C=C1C(OCCO[Rb])=O)[Fr],PET,,90,,4-(phenylethynyl) di(ethylene glycol) phthalate (PEPE),,10,,,,,,,,,,,,,,,,,23.5
10.1039/C5RA11390C,copolymer,,PBSH-1%,O=P(O[Fr])(CCC(OCCCCOC(CCC(OCCCCO[Rb])=O)=O)=O)C1=CC=CC=C1,O=C([Fr])CCC(OCCCCO[Rb])=O,O=P(O[Fr])(CCC(OCCCCO[Rb])=O)C1=CC=CC=C1,PBS,,99,,HPPPA,,1,,,,,,,,,,,,,,,,,23.5
10.1039/C7RA13228J,copolymer,,PA6,[Rb]NCCCCCC([Fr])=O,[Rb]NCCCCCC([Fr])=O,O=C(NCCCCCCCCCCN[Rb])CC(C([Fr])=O)CP1(OC2=CC=CC=C2C3=CC=CC=C31)=O,PA6,100,,,DDP salt,0,,,,,,,,,,,,,,,,,,23.5
10.1039/D0RA07822K,copolymer,,Polyamide66(PA66),[Rb]NCCCCCCNC(CCCCC(NCCCCCCNC(CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O)=O)=O)=O,[Rb]NCCCCCCNC(CCCCC([Fr])=O)=O,[Rb]NCCCCCCNC(CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O)=O,PA66salt,100,,,CPPOA,0,,,,,,,,,,,,,,,,,,23.5
10.1039/D0RA07822K,copolymer,,PA66,O=C([Fr])CCP(=O)(OCCOC(=O)CCCCC(=O)NCCCCCCNC(=O)CCCCC(=O)NCCCCCCN[Rb])C1=CC=CC=C1,O=C(CCCCC([Fr])=O)NCCCCCCN[Rb],O=C(NCCCCCCN[Rb])CCCCC(OCCOP(CCC([Fr])=O)(C1=CC=CC=C1)=O)=O,PA66,100,,,CPPOA,0,,,,,,,,,,,,,,,,,,23.5
10.1016/j.polymdegradstab.2007.05.017,homopolymer,,,,C=C(CC(C(=C)C(=O)OCC1COC2(CCCO2)O1)C(=O)OCC1COC2(CCCO2)O1)C(=O)OCC1COC2(CCCO2)O1,,,,100,,,,0,,,,,,,,,,,,,,,,,23.5
10.1016/S0141-3910（00）00066-5,copolymer,,ST-DPVPO,O=P(C1=CC=CC=C1)(C(CC(C2=CC=CC=C2)C[Rb])[Fr])C3=CC=CC=C3,[Rb]CC([Fr])C1=CC=CC=C1,O=P(C1=CC=CC=C1)(C2=CC=CC=C2)C([Fr])C[Rb],PS,,90,,DPVPO,,10,,,,,,,,,,,,,,,,,23.6
10.1016/S0141-3910（00）00066-5,copolymer,,MMA-DEpVBP,CCOP(=O)(OCC)C1=CC=C(C([Fr])CCC([Rb])C(C)C(=O)OC)C=C1,CC(C(OC)=O)([Fr])C[Rb],O=P(OCC)(OCC)C(C=C1)=CC=C1C([Fr])C[Rb],PMMA,,81,,DEpVBP,,19,,,,,,,,,,,,,,,,,23.6
10.1016/j.polymer.2024.126780,copolymer,,PA6-co-HPI10,[Fr]C(CCCCCNC(C1=CC=C(C(O)=C1)N2C(C3=CC=C(C=C3C2=O)C(NCCCCCC([Rb])=O)=O)=O)=O)=O,[Fr]C(CCCCCN[Rb])=O,[Fr]C(CCCCCNC(C1=CC=C(C(O)=C1)N2C(C3=CC=C(C=C3C2=O)C([Rb])=O)=O)=O)=O,PA6,,100,,HPI,,5.1,,,,,,,,,,,,,,,,,23.8
10.1016/S0141-3910(00)00138-5,copolymer,,MMA-DEMMP15,CCOP(COC(C([Fr])(CC(C(OC)=O)(C)C[Rb])C)=O)(OCC)=O,CC(C(OC)=O)([Fr])C[Rb],CC(C(OCP(OCC)(OCC)=O)=O)([Fr])C[Rb],PMMA,,85,,DEMMP,,15,,,,,,,,,,,,,,,,,23.8
10.1016/j.polymer.2024.126780,copolymer,,PA 6-co-HPI10,,[Fr]C(CCCCCN[Rb])=O,[Fr]C(C1=CC2=C(C(N(C3=CC=C(C(NCCCCCCN[Rb])=O)C=C3O)C2=O)=O)C=C1)=O,,,100,,,,10,,,,,,,,,,,,,,,,,23.8
10.1002/pi.1946,copolymer,,PAN-co-DiPrpVBnP4,CC(OP(CC1=CC=C(C(CC(C#N)[Fr])C[Rb])C=C1)(OC(C)C)=O)C,N#CC([Fr])C[Rb],O=P(OC(C)C)(OC(C)C)CC(C=C1)=CC=C1C([Fr])C[Rb],PAN,,92.8,,DiPrpVBnP,,7.2,,,,,,,,,,,,,,,,,23.9
