DOI,type,polymer_family,PolymerName,co_smiles,smiles1,smiles2,co_content1,wt1,mol1,co_smiles1,co_content2,wt2,mol2,mix_content1,mix_smiles1,mix_wt1,mix_mol1,Tg
10.1007/s11696-020-01494-7,homopolymer,,,,[Rb]c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)N=C(c1ccc(cc1)N1C(=O)C2C(C1=O)c1c2ccc(c1)C(C(F)(F)F)(C(F)(F)F)c1ccc2c(c1)C1C2C(=O)N(C1=O)[Fr])O)(C)C,,,,100,,,,0,,,,,187
10.1007/s11696-020-01494-7,homopolymer,,,,[Rb]c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)N=C(c1ccc(cc1)N1C(=O)C2C(C1=O)c1c2ccc(c1)Oc1ccc2c(c1)C1C2C(=O)N(C1=O)[Fr])O)(C)C,,,,100,,,,0,,,,,222
10.1007/s11696-020-01494-7,homopolymer,,,,[Rb]c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)N1C(=O)C2C(C1=O)c1c2cc2c(c1)C1C2C(=O)N(C1=O)[Fr])(C)C,,,,100,,,,0,,,,,151
10.1007/s11696-020-01494-7,homopolymer,,,,[Rb]c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)N1C(=O)C2C(C1=O)c1c2ccc(c1)C(=O)c1ccc2c(c1)C1C2C(=O)N(C1=O)[Fr])(C)C,,,,100,,,,0,,,,,177
10.1007/s11696-020-01494-7,homopolymer,,,,[Rb]c1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)N1C(=O)C2C(C1=O)c1c3c2ccc2c3c(cc1)C1C2C(=O)N(C1=O)[Fr])(C)C,,,,100,,,,0,,,,,210
10.1016/j.jfluchem.2016.03.016,homopolymer,,,,[Rb]c1cccc(c1)P(=O)(C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c1cccc(c1)N1C(=O)C(C1=O)c1ccc(cc1)Oc1ccc(cc1)C1C(=O)N(C1=O)[Fr],,,,100,,,,0,,,,,194
10.1002/pat.3692,homopolymer,,,,[Rb]CC(C(=O)Nc1ccc(cc1)/C=C/C(=O)c1c2ccccc2cc2c1cccc2)[Fr],,,,100,,,,0,,,,,109
10.1002/pat.3692,homopolymer,,,,[Rb]CC(C(=O)Nc1ccc(cc1)/C=C/C(=O)c1ccc2c(c1)ccc(c2)OC)[Fr],,,,100,,,,0,,,,,145
10.1007/s10965-021-02676-x,homopolymer,,,,[Rb]N1C(=O)C2C(C1=O)CC1C(C2)C(=O)N(C1=O)c1ccc(cc1)Oc1ccc(cc1)[Fr],,,,100,,,,0,,,,,346.8
10.1002/pat.5153,homopolymer,,,,[Rb]N1C(C2CC(C3CC2C1=O)C(N(C3=O)C4=CC=C(C=C4)OC5=CC(P(C6=CC=CC=C6)(C7=CC=CC=C7)=O)=C(C=C5)OC8=CC=C(C=C8)[Fr])=O)=O,,,,100,,,,0,,,,,252.9
10.1016/j.polymer.2008.05.013,homopolymer,,,,[Rb]NC(C=C1)=CC=C1C(C=C2)=CC=C2N(C(C3=CC(C([Fr])=O)=CC(N(C(C4=CC=C(C=C4)N(C([C@](C)(N5C(C6=CC=CC=C6C5=O)=O)[H])=O)[H])=O)[H])=C3)=O)[H],,,,100,,,,0,,,,,202
Journal of the Mexican Chemical Society61.3 (2017): 229-240.,homopolymer,,,,[Rb]NC1=CC=C(C(C2=NC(C3=CC=CC=C3)=C(N2)C4=CC=CC=C4)=C1)OC5=CC=C(C=C5)C6=C(N=C(N6)C7=CC=C(C=C7)C(F)(F)F)C8=CC=C(C=C8)OC9=CC=C(C=C9C%10=NC(C%11=CC=CC=C%11)=C(N%10)C%12=CC=CC=C%12)NC(C%13=CC=C(C([Fr])=O)C=C%13)=O,,,,100,,,,0,,,,,264
Journal of the Mexican Chemical Society61.3 (2017): 229-240.,homopolymer,,,,[Rb]NC1=CC=C(C(C2=NC(C3=CC=CC=C3)=C(N2)C4=CC=CC=C4)=C1)OC5=CC=C(C=C5)C6=C(N=C(N6)C7=CC=C(C=C7)C(F)(F)F)C8=CC=C(C=C8)OC9=CC=C(C=C9C%10=NC(C%11=CC=CC=C%11)=C(N%10)C%12=CC=CC=C%12)NC(C%13=NC(C([Fr])=O)=CC=C%13)=O,,,,100,,,,0,,,,,286
Journal of the Mexican Chemical Society61.3 (2017): 229-240.,homopolymer,,,,[Rb]NC1=CC=C(C(C2=NC(C3=CC=CC=C3)=C(N2)C4=CC=CC=C4)=C1)OC5=CC=C(C=C5)C6=C(N=C(N6)C7=CC=C(C=C7)C(F)(F)F)C8=CC=C(C=C8)OC9=CC=C(C=C9C%10=NC(C%11=CC=CC=C%11)=C(N%10)C%12=CC=CC=C%12)NC(CCCCCCCCC([Fr])=O)=O,,,,100,,,,0,,,,,220
10.1080/15685551.2013.771316,homopolymer,,,,[Rb]NC1=CC=C(C=C1)C2=CC(C3=CC=C(C=C3)Br)=CC(C4=CC=C(C=C4)NC(CCCCC([Fr])=O)=O)=N2,,,,100,,,,0,,,,,157
10.1016/j.polymdegradstab.2014.05.002,homopolymer,,,,[Fr]Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc(cc1C(F)(F)F)P(=O)(c1ccc(c(c1)C(F)(F)F)[Rb])c1ccccc1)(C)C,,,,100,,,,0,,,,,190
10.1016/j.polymdegradstab.2014.05.002,homopolymer,,,,COc1ccc(cc1)P(=O)(c1ccc(c(c1)C(F)(F)F)[Rb])c1ccc(c(c1)C(F)(F)F)Oc1ccc(cc1)C(c1ccc(cc1)O[Fr])(C)C,,,,100,,,,0,,,,,194
10.1016/j.polymdegradstab.2014.05.002,homopolymer,,,,[Fr]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)[Rb])c1ccccc1,,,,100,,,,0,,,,,195
10.1080/15685551.2013.771316,homopolymer,,,,[Rb]NC1=CC=C(C=C1)C2=CC(C3=CC=C(C=C3)Cl)=CC(C4=CC=C(C=C4)NC(CCCCC([Fr])=O)=O)=N2,,,,100,,,,0,,,,,151
10.1016/j.polymdegradstab.2014.05.002,homopolymer,,,,[Fr]Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)[Rb])c1ccccc1,,,,100,,,,0,,,,,217
10.1016/j.polymdegradstab.2014.05.002,homopolymer,,,,[Fr]Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1C(F)(F)F)P(=O)(c1ccc(c(c1)C(F)(F)F)[Rb])c1ccccc1,,,,100,,,,0,,,,,218
10.1016/j.polymdegradstab.2014.05.002,homopolymer,,,,COc1ccc(cc1)P(=O)(c1ccc(c(c1)C(F)(F)F)[Rb])c1ccc(c(c1)C(F)(F)F)Oc1ccc(cc1)c1ccc(cc1)O[Fr],,,,100,,,,0,,,,,225
10.1080/15685551.2013.771316,homopolymer,,,,[Rb]NC1=CC=C(C=C1)C2=CC(C3=CC=C(C=C3)N(C)C)=CC(C4=CC=C(C=C4)NC(CCCCC([Fr])=O)=O)=N2,,,,100,,,,0,,,,,138
10.1016/j.polymer.2008.05.013,homopolymer,,,,[Rb]NC1=CC=C(S(C(C=C2)=CC=C2N(C(C3=CC(C([Fr])=O)=CC(N(C(C4=CC=C(C=C4)N(C([C@](C)(N5C(C6=CC=CC=C6C5=O)=O)[H])=O)[H])=O)[H])=C3)=O)[H])(=O)=O)C=C1,,,,100,,,,0,,,,,208
10.1177/0954008311424804,homopolymer,,,,[Rb]Nc1ccc(cc1)C1C(=O)c2c(C1=O)cc(cc2)C(=O)NC(=S)Nc1ccc(cc1)NC(=O)CCCCC(=O)[Fr],,,,100,,,,0,,,,,288
10.1177/0954008311424804,homopolymer,,,,[Rb]Nc1ccc(cc1)C1C(=O)c2c(C1=O)cc(cc2)C(=O)NC(=S)Nc1ccc(cc1)NC(=O)CCCCCCCCC(=O)[Fr],,,,100,,,,0,,,,,286
10.1177/0954008320910807,homopolymer,,,,[Rb]Nc1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)NC(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,320
10.1177/0954008320910807,homopolymer,,,,[Rb]Nc1ccc(cc1)c1nc(cc(c1)c1ccc(cc1)P(c1ccccc1)c1ccccc1)c1ccc(cc1)NC(=O)c1cccc(c1)C(=O)[Fr],,,,100,,,,0,,,,,323
10.1080/1023666X.2021.1891379,homopolymer,,,,[Rb]Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)CC(=O)[Fr],,,,100,,,,0,,,,,193.1
10.1080/15685551.2020.1795435,homopolymer,,,,[Rb]Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1nc(Oc2ccccc2)nc(n1)Oc1ccc(cc1)CC(=O)[Fr],,,,100,,,,0,,,,,188
10.1080/15685551.2020.1795435,homopolymer,,,,[Rb]Nc1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1nc(Oc2ccccc2)nc(n1)Oc1ccc(cc1)CC(=O)[Fr],,,,100,,,,0,,,,,200
10.1080/1023666X.2021.1891379,homopolymer,,,,[Rb]Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)CC(=O)[Fr],,,,100,,,,0,,,,,194.42
10.1080/15685551.2020.1795435,homopolymer,,,,[Rb]Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1nc(Oc2ccccc2)nc(n1)Oc1ccc(cc1)CC(=O)[Fr],,,,100,,,,0,,,,,223
10.1007/s10965-017-1184-9,homopolymer,,,,[Rb]Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)Nc1nc(Nc2ccc(cc2)C(=O)[Fr])nc(n1)N1CCOCC1,,,,100,,,,0,,,,,223
10.1080/15685551.2020.1795435,homopolymer,,,,[Rb]Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)Cc1ccc(cc1)Oc1nc(Oc2ccccc2)nc(n1)Oc1ccc(cc1)CC(=O)[Fr],,,,100,,,,0,,,,,196
10.1080/1023666X.2021.1891379,homopolymer,,,,[Rb]Nc1cccc(c1)NC(=O)Cc1ccc(cc1)Oc1cccc(n1)Oc1ccc(cc1)CC(=O)[Fr],,,,100,,,,0,,,,,198.7
10.1080/15685551.2020.1795435,homopolymer,,,,[Rb]Nc1cccc(c1)NC(=O)Cc1ccc(cc1)Oc1nc(Oc2ccccc2)nc(n1)Oc1ccc(cc1)CC(=O)[Fr],,,,100,,,,0,,,,,149
10.1007/s00289-011-0544-6,homopolymer,,,,[Rb]Nc1cccc(c1)P(=O)(c1ccccc1)c1cccc(c1)NC(=O)c1ccc(cc1)OCCCCOc1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,165
10.1016/S0141-3910(01)00251-8,homopolymer,,,,[Rb]NCCCCCCCCCCNC(=O)c1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,144.4697548
10.1016/j.polymdegradstab.2011.12.002,homopolymer,,,,[Rb]OC(=O)c1cc(cc(c1)C(=O)c1ccc(cc1)[Fr])NS(=O)(=O)CCN1C(=O)c2c(C1=O)c(Cl)c(c(c2Cl)Cl)Cl,,,,100,,,,0,,,,,180.51
10.1016/j.polymdegradstab.2011.12.002,homopolymer,,,,[Rb]OC(=O)c1cc(cc(c1)C(=O)c1ccc(cc1)c1ccc(cc1)[Fr])NS(=O)(=O)CCN1C(=O)c2c(C1=O)c(Cl)c(c(c2Cl)Cl)Cl,,,,100,,,,0,,,,,183.56
10.1002/(SICI)1097-4628(19970110)63:2<195::AID-APP7>3.0.CO;2-Q,homopolymer,,,,[Rb]Oc1c(Br)cc(cc1Br)S(=O)(=O)c1cc(Br)c(c(c1)Br)OC(=O)[Fr],,,,100,,,,0,,,,,196
10.1177/0954008312442425,homopolymer,,,,[Rb]Oc1ccc(c(c1)c1ccc(cc1)Br)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],,,,100,,,,0,,,,,176
10.1177/0954008312442425,homopolymer,,,,[Rb]Oc1ccc(c(c1)c1ccc(cc1)Br)Oc1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],,,,100,,,,0,,,,,175
10.1177/0954008312442425,homopolymer,,,,[Rb]Oc1ccc(c(c1)c1ccc(cc1)Cl)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],,,,100,,,,0,,,,,172
10.1177/0954008312442425,homopolymer,,,,[Rb]Oc1ccc(c(c1)c1ccc(cc1)Cl)Oc1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],,,,100,,,,0,,,,,172
10.1177/0954008312442425,homopolymer,,,,[Rb]Oc1ccc(c(c1)c1ccc(cc1)F)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],,,,100,,,,0,,,,,171
10.1177/0954008312442425,homopolymer,,,,[Rb]Oc1ccc(c(c1)c1ccc(cc1)F)Oc1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],,,,100,,,,0,,,,,161
10.1177/0954008312442425,homopolymer,,,,[Rb]Oc1ccc(c(c1)c1ccccc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],,,,100,,,,0,,,,,170
10.1177/0954008312442425,homopolymer,,,,[Rb]Oc1ccc(c(c1)c1ccccc1)Oc1ccc(cc1)c1ccc(cc1)C(=O)c1ccc(cc1)[Fr],,,,100,,,,0,,,,,159
10.1016/1381-5148(95)00121-2,homopolymer,,,,[Rb]Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)OP(=O)(Oc1ccc(cc1)Br)[Fr],,,,100,,,,0,,,,,90
10.1016/j.polymdegradstab.2014.06.003,homopolymer,,,,[Rb]OCc1ccc(cc1)COC(=O)c1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,96.2
10.1039/c6py00183a,homopolymer,,,,[Rb]OCCOC(=O)c1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,72.5
10.1039/C5PY01938A,homopolymer,,,,[Rb]OCCOc1ccc(cc1)C(=O)c1ccc(cc1)OCCOC(=O)c1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,96.4
10.1039/C5PY01938A,homopolymer,,,,[Rb]OCCOc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)OCCOC(=O)c1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,100.7
10.1039/C5PY01938A,homopolymer,,,,[Rb]OCCOc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)OCCOC(=O)c1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,77
10.1039/C5PY01938A,homopolymer,,,,[Rb]OCCOc1ccc(cc1)Oc1ccc(cc1)OCCOC(=O)c1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,71.6
10.1016/j.porgcoat.2007.04.007,homopolymer,,,,C=C(C)C(=O)OCC(CN1CCN(CC1)CC(COC(=O)C(=C)C)O)O,,,,100,,,,0,,,,,96.6
10.1016/j.polymdegradstab.2007.05.017,homopolymer,,,,C=C(CC(C(=C)C(=O)OCC1COC2(CCCO2)O1)C(=O)OCC1COC2(CCCO2)O1)C(=O)OCC1COC2(CCCO2)O1,,,,100,,,,0,,,,,-12
10.1021/sc500548c,homopolymer,,,,C=CCc1cc(OC)c(c(c1[Rb])CN(Cc1ccco1)[Fr])O,,,,100,,,,0,,,,,148
10.1039/C7RA10493F,homopolymer,,,,[Rb]C1=CC=CC(P(C)(C2=CC=CC(C3C(C(C=CC(OC4=CC=C(C(C)(C5=CC=C(OC6=CC=C(C(N([Fr])C7=O)=O)C7=C6)C=C5)C)C=C4)=C8)=C8C3=O)=O)=C2)=O)=C1,,,,100,,,,0,,,,,216
10.1039/C7RA10493F,homopolymer,,,,[Rb]C1=CC=CC(P(C)(C2=CC=CC(C3C(C(C=CC(OC4=CC=C(C(N([Fr])C5=O)=O)C5=C4)=C6)=C6C3=O)=O)=C2)=O)=C1,,,,100,,,,0,,,,,269
10.1039/C7RA10493F,homopolymer,,,,[Rb]C1=CC=CC(P(C)(C2=CC=CC(C3C(C(C=CC(C(C4=CC=C(C(N([Fr])C5=O)=O)C5=C4)=O)=C6)=C6C3=O)=O)=C2)=O)=C1,,,,100,,,,0,,,,,270
10.1039/C7RA10493F,homopolymer,,,,[Rb]C1=CC=CC(P(C)(C2=CC=CC(C3C(C(C=CC(C(C(F)(F)F)(C(F)(F)F)C4=CC=C(C(N([Fr])C5=O)=O)C5=C4)=C6)=C6C3=O)=O)=C2)=O)=C1,,,,100,,,,0,,,,,271
10.1016/j.compositesb.2020.108437,homopolymer,,,,CC(C(=O)OC)(C[Fr])[Rb],,,,100,,,,0,,,,,107
10.1080/1023666X.2021.1971835,homopolymer,,,,Cc1cc(ccc1Oc1ccc(cc1)C=Nc1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=Nc1ccc(cc1)Oc1cccc(c1)Oc1ccc(cc1)N=Cc1ccc(cc1)Oc1ccc(cc1C)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=O,,,,100,,,,0,,,,,155
10.1080/1023666X.2021.1971835,homopolymer,,,,Cc1cc(ccc1Oc1ccc(cc1)C=Nc1ccc(cc1)Cc1ccc(cc1)N)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=Nc1ccc(cc1)Cc1ccc(cc1)N=Cc1ccc(cc1)Oc1ccc(cc1C)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=O,,,,100,,,,0,,,,,172
10.1080/1023666X.2021.1971835,homopolymer,,,,Cc1cc(ccc1Oc1ccc(cc1)C=Nc1ccc(cc1)Oc1ccc(cc1)N)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=Nc1ccc(cc1)Oc1ccc(cc1)N=Cc1ccc(cc1)Oc1ccc(cc1C)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=O,,,,100,,,,0,,,,,177
10.1080/1023666X.2021.1971835,homopolymer,,,,Cc1cc(ccc1Oc1ccc(cc1)C=Nc1ccc(cc1)Oc1ccc(cc1)C1(CCCC1)c1ccc(cc1)Oc1ccc(cc1)N)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=Nc1ccc(cc1)Oc1ccc(cc1)C1(CCCC1)c1ccc(cc1)Oc1ccc(cc1)N=Cc1ccc(cc1)Oc1ccc(cc1C)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=O,,,,100,,,,0,,,,,184
10.1080/1023666X.2021.1971835,homopolymer,,,,Cc1cc(ccc1Oc1ccc(cc1)C=Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)N=Cc1ccc(cc1)Oc1ccc(cc1C)C1(CCCC1)c1ccc(c(C)c1)Oc1ccc(cc1)C=O,,,,100,,,,0,,,,,204
10.1021/sc500548c,homopolymer,,,,CCCCCCCCCCCCCCCCCCN(Cc1c([Rb])c(CC=C)cc(c1O)OC)[Fr],,,,100,,,,0,,,,,101
10.1007/s10965-017-1184-9,homopolymer,,,,COc1ccc(cc1)N(c1ccc(cc1)NC(=O)c1ccc(cc1)Nc1nc(Nc2ccc(cc2)C(=O)[Rb])nc(n1)N1CCOCC1)c1ccc(cc1)N[Fr],,,,100,,,,0,,,,,240
10.1016/1381-5148(95)00121-2,homopolymer,,,,COc1ccc(cc1)OP(=O)(Oc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)O[Rb])[Fr],,,,100,,,,0,,,,,85
Journal of the Mexican Chemical Society61.3 (2017): 229-240.,homopolymer,,,,FC(F)(C1=CC=C(C2=NC(C3=CC=C(OC(C=CC([Fr])=C4)=C4C5=NC(C6=CC=CC=C6)=C(C7=CCCC=C7)N5)C=C3)=C(C8=CC=C(OC9=C(C%10=NC(C%11=CC=CC=C%11)=C(C%12=CCCC=C%12)N%10)C=C(N%13C(C%14C(C%15=C%14C=C(C(C(N%16[Rb])=O)C%17C%16=O)C%17=C%15)C%13=O)=O)C=C9)C=C8)N2)C=C1)F,,,,100,,,,0,,,,,307
Journal of the Mexican Chemical Society61.3 (2017): 229-240.,homopolymer,,,,FC(F)(C1=CC=C(C2=NC(C3=CC=C(OC(C=CC([Fr])=C4)=C4C5=NC(C6=CC=CC=C6)=C(C7=CCCC=C7)N5)C=C3)=C(C8=CC=C(OC9=C(C%10=NC(C%11=CC=CC=C%11)=C(C%12=CCCC=C%12)N%10)C=C(N%13C(C%14C(C%15C%14C%16C(C(C(N%17[Rb])=O)C%18C%17=O)C%18C%15C=C%16)C%13=O)=O)C=C9)C=C8)N2)C=C1)F,,,,100,,,,0,,,,,251
10.1007/s00289-015-1488-z,homopolymer,,,,O=C(C(C1=C2)=CC(C3=O)=C2C(N3C(C=C4)=CC=C4OCC5=CN(N=N5)C(C=C6)=CC=C6OC(C=C7)=CC=C7OC(C=C8)=CC=C8N(N=N9)C=C9COC(C=C%10)=CC=C%10[*])=O)N([*])C1=O,,,,100,,,,0,,,,,248
10.1007/s00289-015-1488-z,homopolymer,,,,O=C(C(C1=C2)=CC(C3=O)=C2C(N3C(C=C4)=CC=C4OCC5=CN(N=N5)CCCN(N=N6)C=C6COC(C=C7)=CC=C7[*])=O)N([*])C1=O,,,,100,,,,0,,,,,229
10.1007/s00289-012-0892-x,homopolymer,,,,O=C(C1=CC=CC(C([Fr])=O)=C1)NC(C=C2)=CC(C3=NC(C4=CC=CC=C4)=C(N3)C5=CC=CC=C5)=C2OC6=CC(C(C7=CC(OC(C(C8=NC(C9=CC=CC=C9)=C(N8)C%10=CC=CC=C%10)=C%11)=CC=C%11N[Rb])=CC=C7)=O)=CC=C6,,,,100,,,,0,,,,,308
10.1080/10601325.2018.1483201,homopolymer,,,,O=C(c1ccc2c(c1)C(=O)N(C2=O)C1N=CC(S1)c1ccc(cc1)c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)C1C=NC(S1)N1C(=O)c2c(C1=O)cc(cc2)C(=O)[Rb])Nc1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)[Fr],,,,100,,,,0,,,,,300
10.1002/pat.1237,homopolymer,,,,O=C(c1ccc2c(c1)CN(C2)CCCCCCN1Cc2c(C1)ccc(c2)C(=O)Oc1ccc(cc1)C(=O)[Rb])Oc1ccc(cc1P1(=O)Oc2ccccc2c2c1cccc2)OC(=O)c1ccc(cc1)C(=O)[Fr],,,,100,,,,0,,,,,161
10.1007/s00289-012-0892-x,homopolymer,,,,O=C(CCCCCCCCC([Fr])=O)NC(C=C1)=CC(C2=NC(C3=CC=CC=C3)=C(N2)C4=CC=CC=C4)=C1OC5=CC(C(C6=CC(OC(C(C7=NC(C8=CC=CC=C8)=C(N7)C9=CC=CC=C9)=C%10)=CC=C%10N[Rb])=CC=C6)=O)=CC=C5,,,,100,,,,0,,,,,211
10.1007/s00289-012-0892-x,homopolymer,,,,O=C(NC1=CC(C2=NC(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2)=C(OC5=CC(C(C(F)(F)F)(C(F)(F)F)C6=CC(OC7=CC=C(N[Rb])C=C7C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N8)=CC=C6)=CC=C5)C=C1)C%11=CC=CC(C([Fr])=O)=C%11,,,,100,,,,0,,,,,299
10.1007/s00289-012-0892-x,homopolymer,,,,O=C(NC1=CC(C2=NC(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2)=C(OC5=CC(C(C(F)(F)F)(C(F)(F)F)C6=CC(OC7=CC=C(N[Rb])C=C7C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N8)=CC=C6)=CC=C5)C=C1)C%11=CC=CC(C([Fr])=O)=N%11,,,,100,,,,0,,,,,264
10.1007/s00289-012-0892-x,homopolymer,,,,O=C(NC1=CC(C2=NC(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2)=C(OC5=CC(C(C(F)(F)F)(C(F)(F)F)C6=CC(OC7=CC=C(N[Rb])C=C7C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N8)=CC=C6)=CC=C5)C=C1)CCCCCCCCC([Fr])=O,,,,100,,,,0,,,,,204
10.1007/s00289-012-0892-x,homopolymer,,,,O=C(NC1=CC(C2=NC(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2)=C(OC5=CC(C(C6=CC(OC7=CC=C(N[Rb])C=C7C8=NC(C9=CC=CC=C9)=C(C%10=CC=CC=C%10)N8)=CC=C6)=O)=CC=C5)C=C1)C%11=CC=CC(C([Fr])=O)=N%11,,,,100,,,,0,,,,,287
10.1002/pat.5153,homopolymer,,,,O=C1N(C2=CC=C(OC3=CC(P(C4=CC=CC=C4)(C5=CC=CC=C5)=O)=C(OC6=CC=C([Fr])C=C6)C=C3)C=C2)C(C7C1CC(C8CC(C(N([Rb])C9=O)=O)C9CC8)CC7)=O,,,,100,,,,0,,,,,235.7
10.1002/pat.5153,homopolymer,,,,O=C1N(C2=CC=C(OC3=CC=C([Fr])C=C3)C=C2)C(C4C1CC(C(N([Rb])C5=O)=O)C5C4)=O,,,,100,,,,0,,,,,346.8
10.1002/pat.5153,homopolymer,,,,O=C1N(C2=CC=C(OC3=CC=C([Fr])C=C3)C=C2)C(C4C1CC(C5CC(C(N([Rb])C6=O)=O)C6CC5)CC4)=O,,,,100,,,,0,,,,,260.6
https://journals.tubitak.gov.tr/chem/vol30/iss5/12/,homopolymer,,,,O=C(C1=CC=C(C(N(C2=CC=C(OC3=CC=C(N4C(C(C=C(C([Fr])=O)C=C5)=C5C4=O)=O)C=C3)C=C2)C6=O)=O)C6=C1)NC7=CC=C(N[Rb])C=C7,,,,100,,,,0,,,,,21
https://journals.tubitak.gov.tr/chem/vol30/iss5/12/,homopolymer,,,,O=P(C)(C1=CC=CC(NC(C2=CC=C(C(N(C3=CC=C(OC4=CC=C(N5C(C(C=C(C([Fr])=O)C=C6)=C6C5=O)=O)C=C4)C=C3)C7=O)=O)C7=C2)=O)=C1)C8=CC(N[Rb])=CC=C8,,,,100,,,,0,,,,,29
10.1016/j.compositesb.2020.108184,homopolymer,,,,OC(C[Rb])[Fr],,,,100,,,,0,,,,,36.3
10.1007/s10118-015-1557-7,homopolymer,,,,S=C(NC(C1=CC=CC(C(NC(NC2=CC=C(C=C2)[*])=S)=O)=N1)=O)NC3=CC=C(C=C3)N4C(C5=C(C4=O)C=C6C(C(N(C6=O)[*])=O)=C5)=O,,,,100,,,,0,,,,,258
10.1002/pat.1237,homopolymer,,,,[Fr]C(C(NC1=CC=C(/C=C/C(C2=CC=C(C=C(OC)C=C3)C3=C2)=O)C=C1)=O)C[Rb],,,,100,,,,0,,,,,145
